id,name,categories,rating,coordinates.latitude,coordinates.longitude,location.address1,location.city,location.zip_code,location.country,location.state
D8SxZMVj-G_s-iY0iXcC7Q,emerson pub,"[{'alias': 'pubs', 'title': 'Pubs'}]",2.5,43.2542874,-79.921105,109 Emerson Street,Hamilton,L8S 2X6,CA,ON
V3gfaZVKzTfcPyNQICpGfQ,centro,"[{'alias': 'food_court', 'title': 'Food Court'}]",3.5,43.26560373685686,-79.91920107070861,1280 Main Street W,Hamilton,L8S 4L8,CA,ON
LlCnYNJXr5AJjP5kXmHWIw,subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.5,43.25743,-79.91877,1335 Main Street W,Hamilton,L8S 1C6,CA,ON
WU9DVOTIHFwOzUn0yECtMQ,twelveighty bar & grill,"[{'alias': 'bars', 'title': 'Bars'}]",4.0,43.2627741179557,-79.9211375312163,1280 Main Street W,Hamilton,L8S 4S4,CA,ON
izf_Ns7GKHTYxbTqpIaoXA,west end pub,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.0,43.25308,-79.92149,151 Emerson Street,Hamilton,L8S 2Y1,CA,ON
a9yKkbiXq0E0s4P2EUMd9Q,papa johns pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.0,43.259035,-79.9007475,875 Main Street W,Hamilton,L8S 4P9,CA,ON
limjUYUGSKkjKM0sONKNpg,teriyaki experience,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'food_court', 'title': 'Food Court'}]",3.0,43.2633676390028,-79.9173952639103,1280 Main Street W,Hamilton,L8S 4L8,CA,ON
VUHvOv0gV4S4TbfHK3AmtQ,pinks,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,43.25750562,-79.91884597,1335 Main Street W,Hamilton,L8S 1C6,CA,ON
jmcXDIVvsFEq7_OlzUi8qQ,bean bar,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,43.262284804098,-79.905729861502,1012 King Street W,Hamilton,L8S 1L4,CA,ON
o-WonoWNOF1sxHBJMtHvnQ,dough box,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,43.2574167,-79.9239487,1457 Main Street W,Hamilton,L8S 1C9,CA,ON
k0J9887XyjPb2JS14FoGyQ,basilique,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,43.2611,-79.90732,1065 King Street W,Hamilton,L8S 1L8,CA,ON
KrvHV0kJlf8XzVChZHSzJA,mr  gao,"[{'alias': 'chinese', 'title': 'Chinese'}]",3.5,43.2574011222949,-79.9281700470045,1561 Main Street W,Hamilton,L8S 1E6,CA,ON
Wb3Rs6B5y6Z-5Pdi4-j6tQ,chung chun rice hot dog,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",5.0,43.26130144151578,-79.90695808346305,1051 King Street W,Hamilton,L8S 1L6,CA,ON
SZI6H6ZNLb1YD0ij38jf7Q,delirious burger,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,43.26243,-79.90546,1008 King Street W,Hamilton,L8S 1L4,CA,ON
6q9ODD89p-EntewcOD8J-Q,boston pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",3.5,43.257349181178,-79.927749413236,1563 Main Street W,Hamilton,L8S 1E6,CA,ON
AhbQMW5iC9jhXNc7gYyH5w,pita pit,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,43.2614265,-79.9075946,1056 King Street West,Hamilton,L8S 1L7,CA,ON
ZnDcWEpGFTwMqmXhpCa6fQ,williams fresh cafe,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",2.5,43.25738,-79.9180499,1309 Main Street W,Hamilton,L8S 1C5,CA,ON
RXu4WFIAUdPovJZYKh-n4w,tally ho,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,43.257772597069525,-79.92407840204181,1536 Main Street W,Hamilton,L8S 1E4,CA,ON
TwGNm6EZYofrhW9MBSbePg,the express italian eatery,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,43.2617268,-79.9065688,1034 King Street West,Hamilton,L8S 1L8,CA,ON
Wb2uSt9T0fUFCU63qg8-XQ,the arch noodle house,"[{'alias': 'noodles', 'title': 'Noodles'}]",3.5,43.25738,-79.9180499,1309 Main Street W,Hamilton,L8S 1C5,CA,ON
3xgdFtqUHcRosOnu3-B6fg,maccheroni cucina alfresco,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,43.2578,-79.9264199,1560 Main St W,Hamilton,L8S 1E7,CA,ON
cuGwVGDSsyJEgeZ8cV9jUw,burrito bandidos,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,43.2617468,-79.9064182,1028 King Street W,Hamilton,L8S 1L5,CA,ON
h85ZFslnsolmQUv9fzaiDw,rawlicious,"[{'alias': 'vegan', 'title': 'Vegan'}]",4.0,43.2617583850366,-79.9066768173607,1044 King Street W,Hamilton,L8S 1L5,CA,ON
ahHeOEsxRfbVIi-kArtslg,prime pita,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,43.2572554803498,-79.9179146066308,1309 Main St W,Hamilton,L8S 1C5,CA,ON
EBZhUgUw4ETejTKYuAjurQ,saigon asian restaurant,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",2.5,43.2621392,-79.9060133,1024 King Street W,Hamilton,L8S 1L5,CA,ON
BWsS_MUT4TnIq-C6P8oXZQ,nannaa,"[{'alias': 'persian', 'title': 'Persian/Iranian'}]",3.5,43.2623614811455,-79.9054765328765,1010 King St W,Hamilton,L8S 1L4,CA,ON
7B1LXxQOIGTV0asdRxq3DQ,gino's pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,43.2572669660159,-79.9183147388152,1309 Main Street W,Hamilton,L8S 1C5,CA,ON
PlMY_fB4_n7Ytu84O4bXVQ,pho excellent,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",5.0,43.2582044,-79.9108457,1120 Main Street W,Hamilton,L8S 1C1,CA,ON
2A4soZdW50W7_zSe00Z6oA,the burnt tongue,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,43.26163,-79.90551,1019 King St W,Hamilton,L8S 1L1,CA,ON
wwdgx5JPofuPcdhhH3ZMAA,taco del mar,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,43.25743,-79.91877,1331-1335 Main St W.,Hamilton,L8S 1C6,CA,ON
D8SxZMVj-G_s-iY0iXcC7Q,emerson pub,"[{'alias': 'pubs', 'title': 'Pubs'}]",2.5,43.2542874,-79.921105,109 Emerson Street,Hamilton,L8S 2X6,CA,ON
FfYqWKGttQy8D3RolU2b3w,pizzaiolo,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,43.26181384820656,-79.90512133202215,1009 King Street W,Hamilton,L8S 1L3,CA,ON
_jhsZzKT5-H5tXoqNTrtaw,mikel coffee,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",5.0,43.262429,-79.905462,1008 King Street W,Hamilton,L8S 1L4,CA,ON
zn_j2HWuf9iNzzvyAmIigw,fortinos,"[{'alias': 'grocery', 'title': 'Grocery'}]",3.5,43.2573352,-79.928813,1579 Main Street W,Hamilton,L8S 1E6,CA,ON
izf_Ns7GKHTYxbTqpIaoXA,west end pub,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.0,43.25308,-79.92149,151 Emerson Street,Hamilton,L8S 2Y1,CA,ON
IV6Sz1nelne92_kZxtZnTQ,charlie’s chopsticks,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'dumplings', 'title': 'Dumplings'}]",5.0,43.26136,-79.90644,1035 King Street W,Hamilton,L8S 1L6,CA,ON
FJKnmkaXYVQBkcYvmYbA-A,maple leaf pancake house,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",2.5,43.25788,-79.92354,1520 Main St W,Hamilton,L8S 1E3,CA,ON
DDYC0seLf0rNpxubUTzHNA,the snooty fox,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.0,43.2617199,-79.90518,1011 King Street W,Hamilton,L8S 1L3,CA,ON
CLnCJYBkBcJtzFZHAtjjuQ,caribbean flavah,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",3.0,43.25829,-79.91107,1122 Main Street W,Hamilton,L8S 1C1,CA,ON
LeU3sTQrSkF6q1a-bJMNPQ,quik chik,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.5,43.25743,-79.91877,1331 Main Street W,Hamilton,L8S 1C6,CA,ON
VuzHMIIxvFxJHcu2mmggxA,porcelain hotpot & lounge,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",5.0,43.2582983343667,-79.911011,1122 Main Street W,Hamilton,L8S 1C1,CA,ON
LlCnYNJXr5AJjP5kXmHWIw,subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.5,43.25743,-79.91877,1335 Main Street W,Hamilton,L8S 1C6,CA,ON
z3_0XFA_EHiUD18AnYMGpw,la piazza,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",3.5,43.2580348,-79.9194055,1280 Main Street W,Hamilton,L8S 4L8,CA,ON
t2qF1e6yP0yXT0j0T5rrsg,east meets west bistro,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}]",2.5,43.2624825591184,-79.9228611096473,1280 Main Street W,Hamilton,L8S 4L8,CA,ON
BuL3MkzocHnCGlzC76SbHQ,pizza nova,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,43.2622078,-79.9058477,1016 King St W,Hamilton,L8S 1L4,CA,ON
8By5FIyw81Ld_LQBuCI-HA,mr sub,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,43.2581599,-79.91173,1144 Main Street W,Hamilton,L8S 1C1,CA,ON
jUrejcE0QkbjF_Kk3Y-0Xg,noodle bar,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'importedfood', 'title': 'Imported Food'}]",2.5,43.2554417330599,-79.9287002943386,1579 Main Street W,Hamilton,L8S 1E6,CA,ON
NJR1JES4tu0ZszK_OQFaUQ,pane fresco,"[{'alias': 'cafes', 'title': 'Cafes'}]",2.0,43.2554931991913,-79.9288488661469,1579 Main St W,Hamilton,L8S 1E6,CA,ON
k0J9887XyjPb2JS14FoGyQ,basilique,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,43.2611,-79.90732,1065 King Street W,Hamilton,L8S 1L8,CA,ON
jmcXDIVvsFEq7_OlzUi8qQ,bean bar,"[{'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,43.262284804098,-79.905729861502,1012 King Street W,Hamilton,L8S 1L4,CA,ON
Wb3Rs6B5y6Z-5Pdi4-j6tQ,chung chun rice hot dog,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}]",5.0,43.26130144151578,-79.90695808346305,1051 King Street W,Hamilton,L8S 1L6,CA,ON
AhbQMW5iC9jhXNc7gYyH5w,pita pit,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,43.2614265,-79.9075946,1056 King Street West,Hamilton,L8S 1L7,CA,ON
TwGNm6EZYofrhW9MBSbePg,the express italian eatery,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,43.2617268,-79.9065688,1034 King Street West,Hamilton,L8S 1L8,CA,ON
VUHvOv0gV4S4TbfHK3AmtQ,pinks,"[{'alias': 'burgers', 'title': 'Burgers'}]",4.0,43.25750562,-79.91884597,1335 Main Street W,Hamilton,L8S 1C6,CA,ON
SZI6H6ZNLb1YD0ij38jf7Q,delirious burger,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'burgers', 'title': 'Burgers'}]",4.5,43.26243,-79.90546,1008 King Street W,Hamilton,L8S 1L4,CA,ON
cuGwVGDSsyJEgeZ8cV9jUw,burrito bandidos,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.0,43.2617468,-79.9064182,1028 King Street W,Hamilton,L8S 1L5,CA,ON
h85ZFslnsolmQUv9fzaiDw,rawlicious,"[{'alias': 'vegan', 'title': 'Vegan'}]",4.0,43.2617583850366,-79.9066768173607,1044 King Street W,Hamilton,L8S 1L5,CA,ON
PlMY_fB4_n7Ytu84O4bXVQ,pho excellent,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}]",5.0,43.2582044,-79.9108457,1120 Main Street W,Hamilton,L8S 1C1,CA,ON
EBZhUgUw4ETejTKYuAjurQ,saigon asian restaurant,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",2.5,43.2621392,-79.9060133,1024 King Street W,Hamilton,L8S 1L5,CA,ON
BWsS_MUT4TnIq-C6P8oXZQ,nannaa,"[{'alias': 'persian', 'title': 'Persian/Iranian'}]",3.5,43.2623614811455,-79.9054765328765,1010 King St W,Hamilton,L8S 1L4,CA,ON
2A4soZdW50W7_zSe00Z6oA,the burnt tongue,"[{'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]",4.5,43.26163,-79.90551,1019 King St W,Hamilton,L8S 1L1,CA,ON
CLnCJYBkBcJtzFZHAtjjuQ,caribbean flavah,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'soulfood', 'title': 'Soul Food'}]",3.0,43.25829,-79.91107,1122 Main Street W,Hamilton,L8S 1C1,CA,ON
VuzHMIIxvFxJHcu2mmggxA,porcelain hotpot & lounge,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'hotpot', 'title': 'Hot Pot'}]",5.0,43.2582983343667,-79.911011,1122 Main Street W,Hamilton,L8S 1C1,CA,ON
BMeoK2k85-Rb6vEC2mfykA,ye olde squire - main street,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'british', 'title': 'British'}, {'alias': 'greek', 'title': 'Greek'}]",2.5,43.25895,-79.90118,875 Main Street W,Hamilton,L8S 4P9,CA,ON
O2hEgVPZhgwqItd3gaX-0Q,dragon court,"[{'alias': 'chinese', 'title': 'Chinese'}]",2.5,43.26264,-79.90469,988 King Street W,Hamilton,L8S 1L1,CA,ON
IV6Sz1nelne92_kZxtZnTQ,charlie’s chopsticks,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'dumplings', 'title': 'Dumplings'}]",5.0,43.26136,-79.90644,1035 King Street W,Hamilton,L8S 1L6,CA,ON
_jhsZzKT5-H5tXoqNTrtaw,mikel coffee,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}]",5.0,43.262429,-79.905462,1008 King Street W,Hamilton,L8S 1L4,CA,ON
FfYqWKGttQy8D3RolU2b3w,pizzaiolo,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,43.26181384820656,-79.90512133202215,1009 King Street W,Hamilton,L8S 1L3,CA,ON
ZnDcWEpGFTwMqmXhpCa6fQ,williams fresh cafe,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",2.5,43.25738,-79.9180499,1309 Main Street W,Hamilton,L8S 1C5,CA,ON
DDYC0seLf0rNpxubUTzHNA,the snooty fox,"[{'alias': 'pubs', 'title': 'Pubs'}]",3.0,43.2617199,-79.90518,1011 King Street W,Hamilton,L8S 1L3,CA,ON
Wb2uSt9T0fUFCU63qg8-XQ,the arch noodle house,"[{'alias': 'noodles', 'title': 'Noodles'}]",3.5,43.25738,-79.9180499,1309 Main Street W,Hamilton,L8S 1C5,CA,ON
JIvEKK68SLZAsybD4ozqcA,lava pizza & wings,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'pizza', 'title': 'Pizza'}]",2.5,43.2630097,-79.9006621,876 King St W,Hamilton,L8S 1S4,CA,ON
e_xK4R4bjrBU932i3cdL8A,valentino's restaurant,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",2.5,43.2627398,-79.8993743,824 King Street W,Hamilton,L8S 1K4,CA,ON
0wxzpKL4YmOaU-rZXgSj8w,masala corner,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",4.5,43.25925,-79.89987,807 Main Street W,Hamilton,L8S 1A2,CA,ON
ahHeOEsxRfbVIi-kArtslg,prime pita,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",4.5,43.2572554803498,-79.9179146066308,1309 Main St W,Hamilton,L8S 1C5,CA,ON
8By5FIyw81Ld_LQBuCI-HA,mr sub,"[{'alias': 'catering', 'title': 'Caterers'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",5.0,43.2581599,-79.91173,1144 Main Street W,Hamilton,L8S 1C1,CA,ON
BuL3MkzocHnCGlzC76SbHQ,pizza nova,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,43.2622078,-79.9058477,1016 King St W,Hamilton,L8S 1L4,CA,ON
7B1LXxQOIGTV0asdRxq3DQ,gino's pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.5,43.2572669660159,-79.9183147388152,1309 Main Street W,Hamilton,L8S 1C5,CA,ON
xXC0oz05LWE5ANYdMsDl5A,food basics,"[{'alias': 'grocery', 'title': 'Grocery'}]",4.0,43.26235,-79.89976,845 King Street W,Hamilton,L8S 1K4,CA,ON
dhK4egfr5b_OvQxBrjhwyA,bridges cafe,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,43.2628019,-79.9176086,1280 Main Street W,Hamilton,L8S 4E8,CA,ON
wwdgx5JPofuPcdhhH3ZMAA,taco del mar,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",3.5,43.25743,-79.91877,1331-1335 Main St W.,Hamilton,L8S 1C6,CA,ON
LeU3sTQrSkF6q1a-bJMNPQ,quik chik,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]",1.5,43.25743,-79.91877,1331 Main Street W,Hamilton,L8S 1C6,CA,ON
LlCnYNJXr5AJjP5kXmHWIw,subway,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",2.5,43.25743,-79.91877,1335 Main Street W,Hamilton,L8S 1C6,CA,ON
V3gfaZVKzTfcPyNQICpGfQ,centro,"[{'alias': 'food_court', 'title': 'Food Court'}]",3.5,43.26560373685686,-79.91920107070861,1280 Main Street W,Hamilton,L8S 4L8,CA,ON
a9yKkbiXq0E0s4P2EUMd9Q,papa johns pizza,"[{'alias': 'pizza', 'title': 'Pizza'}]",2.0,43.259035,-79.9007475,875 Main Street W,Hamilton,L8S 4P9,CA,ON
QqOzCsRdU34Qc9OwgnK4Zg,hungry traveler,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'modern_european', 'title': 'Modern European'}]",1.5,43.2604984,-79.8958809,648 Main St W,Hamilton,L8S 1A2,CA,ON
limjUYUGSKkjKM0sONKNpg,teriyaki experience,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'food_court', 'title': 'Food Court'}]",3.0,43.2633676390028,-79.9173952639103,1280 Main Street W,Hamilton,L8S 4L8,CA,ON
xuwuH7NjwuVkY9xcprzxrg,vip restaurant,"[{'alias': 'restaurants', 'title': 'Restaurants'}]",2.5,43.25985,-79.89674,649 Main Street W,Hamilton,L8S 1A2,CA,ON
wDZe9MOT5X6_wovIE3jh6g,bangkok spoon deluxe,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,43.26659,-79.9558,57 King Street W,Dundas,L9H 1T7,CA,ON
G-V7PFbTMz3hNOXz3Kl4iA,detour cafe,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.0,43.26653,-79.95534,41 King Street W,Dundas,L9H 1T7,CA,ON
kWKL6vtrdWupRhCfBaMlaA,thirsty cactus cantina & grill,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'musicvenues', 'title': 'Music Venues'}]",3.5,43.26592,-79.95353,2 King Street E,Dundas,L9H 1B8,CA,ON
oH0timJDs4E4oJ8DY-Y6XQ,quatrefoil restaurant,"[{'alias': 'french', 'title': 'French'}]",4.5,43.26727,-79.95707,16 Sydenham Street,Hamilton,L9H 2T5,CA,ON
SWZQK_4MQmsCws5MEaTZJA,collins brewhouse,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]",3.5,43.266390853115965,-79.95500335276125,33 King Street W,Dundas,L9H 1T5,CA,ON
ZupbzbIeV2yh2eN62Ru9vg,india village,"[{'alias': 'indpak', 'title': 'Indian'}]",4.5,43.2664559748737,-79.9578530571332,100 King Street W,Hamilton,L9H 1T9,CA,ON
Z9--IAdyc4v1xLzqIrDgSg,b. love,"[{'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,43.2663727,-79.9550171,29 King Street W,Hamilton,L9H 1T5,CA,ON
wPGWi27A9eSm3WJ11y48tg,jax,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.0,43.2665500253241,-79.9550201558197,33 King Street W,Hamilton,L9H 1T5,CA,ON
669ZhZYfo9awfyZcxv-CxQ,namu,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,43.26714,-79.96198,186 King Street W,Dundas,L9H 1V4,CA,ON
FfB3oFRvOzlC5PdLJZkKxQ,little asia,"[{'alias': 'vegetarian', 'title': 'Vegetarian'}, {'alias': 'vegan', 'title': 'Vegan'}, {'alias': 'thai', 'title': 'Thai'}]",4.5,43.26567,-79.95219,36 King Street E,Dundas,L9H 1B8,CA,ON
0qUmAeIZeauKPiwywOeT5A,the red door cucina,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}]",5.0,43.2669089905022,-79.9544511989848,21 King Street W,Dundas,L9H 1T5,CA,ON
rYfVscZBZb_RBlZG23S1Ew,the valley charcoal,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,43.266188404941,-79.955705864809,44 King Street W,Dundas,L9H 1T7,CA,ON
3512AdN0qvNtJ4bjCEexjQ,betula restaurant,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,43.2680239239359,-79.9637059494853,225 King Street W,Hamilton,L9H 1V6,CA,ON
t2oVfUZKNCEMLMoemQdnXA,winchester arms,"[{'alias': 'pubs', 'title': 'Pubs'}]",4.0,43.2666107,-79.9589126,120 King Street W,Dundas,L9H 1V2,CA,ON
cJG7xTMdpy-Y4Lr58hzuyw,hanma japanese foods,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",5.0,43.2668435,-79.9581774,105A King Street W,Dundas,L9H 1V1,CA,ON
O3Jl_OM_Wq6L6fPlENpzzg,pizza pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]",1.0,43.265991,-79.950991,49 King Street E,Dundas,L9H 1A9,CA,ON
eTyQy23c5WbiOChJc7eh2Q,dundas shawarma,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]",3.0,43.26572,-79.95234,24 King St E,Hamilton,L9H 1B8,CA,ON
2I5QhP5AYsrX-thT4TznJA,mcdonald's,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",1.0,43.2651880468441,-79.9497877025959,10 Cootes Drive,Dundas,L9H 1A9,CA,ON
K23h-jZDTEzlmngmNWK-Iw,domino's pizza,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.0,43.26274,-79.95276,86 Main Street,Dundas,L9H 2R1,CA,ON
WQKqB-2XCNSnvakv28Ui_Q,tim horton,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",1.0,43.26274,-79.95276,86 94 Main Street,Dundas,L9H 2R1,CA,ON
c2soT59x9jorDBqc2y-cHw,m&m food market,"[{'alias': 'grocery', 'title': 'Grocery'}]",5.0,43.259138248402,-79.9433787957008,101 Osler Drive,Dundas,L9H 4H4,CA,ON
LbU8kSZO3-DwBHwpRpJcEg,empress wok,"[{'alias': 'chinese', 'title': 'Chinese'}]",2.0,43.25951,-79.9433823,101 Osler Dr,Dundas,L9H 4H6,CA,ON
obC89AP-60SX72v__tSjQg,k9 fun zone,"[{'alias': 'dog_parks', 'title': 'Dog Parks'}, {'alias': 'pet_sitting', 'title': 'Pet Sitting'}]",5.0,43.038540611017,-79.9828990471953,5285 Plank Rd,Caledonia,N3W 2A3,CA,ON
